type,category,review,star
SK매직 식기세척기,별점,다행히 씽크대 크기가 딱 맞아 떨어져서 큰 작업 없이 위에 지지대 커팅만 하고 바로 장착했습니다. 60센티 확보되면 되네요. 진작 살 걸 싶네요. 안에 스테인레스고 망은 플라스틱 코팅된 철망이에요. 하단과 가운데에 워셔가 있고 천장은 스프링클러 같은 형태로 세 군데서 물이 뿜어져 나와요. 세척력 좋을 듯. 전에 쓰던 6인용이 너무 작아서 12인용으로 바꿨어요. 냄비까지 밀어 넣고나니 속이후련해요. 블랙하이그로시 선택했는데 우리집 씽크대와 잘 어울려서 딱이네요.,평점5
SK매직 식기세척기,별점,"이사온집에 식세기가 빌트인되있었는데
년식이 있다보니 새로 하게되었어요.
가성비로 찾다 발견한 sk매직이구요
선택에 중요이유중 하나가 도어패널 따로
할수있어서 좋았어요.
싱크랑 통일감을 원했거든요.
싱크대공사하면서 미리 자리마련해뒀고
설치 금방받을수 있었어요.
세척끝나고 문열어두는거 별로 귀찮진않고요ㅎㅎ 세척 깨끗하게 되고 반짝반짝
유연제쓴 느낌 좋네요~
냄비든 후라이팬이든 다 넣음되니까
편하구요. 기름기든 양념이든 다 잘 씻기네요.
만족해요~~~^^",평점5
SK매직 식기세척기,별점,24시간도 안되서 배송설치 되었어요그리고 2019년 8월 생산된 생산한지 며칠 안된 제품이 와서 기분 좋네요제가 있는 지역에 재고가 바로 있었는지 어제 주문 했는데 금방 오늘 아침 와서 깜짝 놀랐네요 기사님도 넘 친절하시고오늘 3번 돌렸는데 건조 잘 안된다 하시는 분들 있어 걱정했지만요즘 나오는 세척기들이 다 수증기나오는 부분이 없어져서 그런거 같습니다바로 손으로 열어 건조해주니 금방 마르네요엘지 디오스빌트인쓸땐 한국식 밥그릇 국그릇 오목한 것들이 세워서 다 들어갔는데 얘는 눕혀야되네요 공간 활용이 떨어져서접시류를 많이ㅆ도록 해야겠어요에코리더 세재도 4박스 사은품받아서 부자가 된거 같아요캐스케이드 다 쓰면 에코리더 써봐야겠어요가성비 좋은 제품 인듯 합니다 역시 매직,평점5
SK매직 식기세척기,별점,"진짜 너무너무 좋아요..ㅠ 저는 원래도 설거지 좋아하는 사람이었는데도 얼마나 편한지 모르겠오요ㅠ
사람이 한것보다 훨씬 깨끗하게 되니까 더 만족스럽기도하구요 ㅋㅋ
심지어 저는 거의 2인이서 하루 한두끼만 먹느라고 격일에 한번정도만 돌리는데도 엄청난 만족감 ! 한번씩 요리해먹을때마다 그릇 다~~~ 꺼내서 마음껏 쓸 수 있는게 젤 좋구요 ㅋㅋ 기름때나 손으로 하기 넘 귀찮은 설거지는 2분의1 버튼 써서라도 맡겨버려요 ㅋㅋㅋ
이게 진짜... 설거지는 내가 안해도 되는 일이라는 생각만으로도 얼마나 든든하고 편한지요 !ㅋㅋㅋ
문이 자동으로 열리지 않는 거 하나만 좀 불편하지만!
정말 꼭 꼭 사세요 주부여러분.. 정말 최고입니당..
저는 식세기 없을때로 못돌아가겠어요.. 돌아가고 싶지가 않아요!!",평점5
SK매직 식기세척기,별점,삼성 8인용 주문했다가 수전이 벽에있어서 설치가 안된다고 하셔서 눈물을 머금고 구매취소 ㅠ.ㅜ혹시나 하는맘에 SK매직 신청했습니다어제오전 8시쯤 기사님 방문 확인 전화 주셨고 수전이 벽면에있는데 설치가능한지 여쭤보니 가능하시대서 오후 4시좀 넘어서 방문하시구 오후 5시쯤 설치 완료 했네요저녁식사후 떨리는 맘으로 식세기 첫가동 .....대박이네여 신세계라고 하시는 글 읽으면서 저렇게까지 했는데 진짜신세계입니다 ㅎㅎㅎ설치기사님 너무 차분하시구 꼼꼼하시구 하나하나 조심조심 아기다루듯 신경써서 설치해 주시구 스티로폼 쓰레기 완전깔끔히 주워 가셔서 민망할정도였습니다.기계치인데 사용설명두 넘 꼼꼼히 잘해주셔서 진심 감사드립니다판매자님 많이 파세요^^,평점5
SK매직 식기세척기,별점,가성비 최고의 식기세척기라 생각합니다. 완료후 자동으로 문이 열리지는않지만 큰 불편함은없네요. 진작 왜사지않았나 후회막심입니다ㅎㅎ 진짜 생활이 달라졌어요. 여유가생겼습니다 ㅎㅎ 기본표준으로 거의돌리는데 완료후 음악소리가나오면 문을 살짝 열어둡니다. 그러면 남은 습기가 다빠져나가고 금방 뽀송해지더군요. 4인가족기준 하루 1번 또는 2번 사용합니다. 진짜 부엌생활이 즐거워졌어요. 세척기능도 생각보다 더좋아서 진짜 불려야하는것 아니고서는 깨끗히 세척됩니다. 눌러붙은밥알이나 굳은 것들은 물에좀 담가뒀다가 식세기에 넣으면 완전 깨끗해지구요. 이것은 신세계입니다. 전 개인적으로 건조기보다 더좋네요ㅎㅎ,평점5
SK매직 식기세척기,별점,세척기 구입전 미리 전화하셔서 사전점검 받으신후 설치했어요. 씽크대 작업이 미리 되어 이써야 설치가 가능하답니다. 저희는 씽크대작업이 제대로 되지 않아서 씽크대작업 다시하고 다른날 일정 잡아서 설치 했네요. 설치는 깔끔히 잘해주셨습니다. 그전엔 작은세척기 사용할때는 냄비 닦는게 넘 힘들엏거든요. 식구도 많아 설겆이그릇도 많았고 이젠 설겆이 걱정없어 넘 좋아요. 빨래건조기만큼 꼭 필요한 제품입니다. 대만족하실겁니다~,평점5
SK매직 식기세척기,별점,"와우~
싱크대 이번에 맞추면서 식기 세척기 구매 했는데 생각외로 안이 너무 넓고 크내요..... 허....

진짜 크고 넓어요.

세척력이 문제라고 하지만, 후기보니 괜찮은거 같고 믿음이... 일단은 갑니다.

그리고 저희 싱크대가 시멘트 질감의 연한 회색에 무광입니다.
유광 블랙 하이글로쉬로 만들었는데 .
.

뭐든, ..ㅣ",평점5
SK매직 식기세척기,별점,"오후에주문. 다음날오전설치완료!
기능은 말도못하게좋습니다.
흐르는물에 살짝 행궈서 넣고 표준모드작동.
밥공기, 국그릇모두 깨끗하게 씻깁니다.
다끝나면 자동으로 문열림.. 확인해보니 약간 물기가 남아있네요. 역시 자동문열림 기능은 필수.
그릇도 뜨거울정도로 소독이 되어서나옵니다.
설거지하는 시간에 다른일을 하니. 저녁시간이 조금 여유가 생기네요~^^",평점5
SK매직 식기세척기,별점,"동양매직 식세기 10년 넘게 사용해오다 한 달전부터 세척 기능이 현저히 떨어져 새로 설치했어요. 결혼전부터 엄마가 사용하시던 주방가전들이 동양매직이라 저도 오븐, 식세기는 매직을 씁니다.
상단, 하단 바스켓이 이전 식세기와 모양이 같아서 그릇 쌓을때 고민이 없어 좋아요. 신형 제품이지만 구형과 별다른 점은 없네요. 식세기는 고온 물살과 세척만 잘되면 됩니다. 매직 식세기는 그런점에서 기본이 튼튼합니다.",평점5
SK매직 식기세척기,별점,와~~너무 좋은거. 전에 엘땡 디오땡 쓰다가 이사하면서 새로 빌트인 했는데 세척력 갑입니다!! 전에 썼던거랑 너무 비교되는거. 전에꺼 전집에 주고오길 잘했네요. 가성비 진짜 최고에요. 그릇도 지그재그로 넣게 되어있어 더 잘 닦이네요. 머리 좋으셔요ㅎ 한식그릇에 완전 맞춤 식기세척기에요. 인테리어가 완성되지 않아 기사님 2번이나 왔다가셨는데도 넘나 친절히 잘 해주셨어요. 찐 전문가 인정!! 좋은상품 감사합니다!!,평점5
SK매직 식기세척기,별점,저희 집이 설치하기 까다로운 조건인데도 설치 기사님께서 꼼꼼하고 깔끔하게 잘 설치해주셨어요. 설명도 친절히 잘 해주셨습니다. ^^ 식세기 사용도 정말 만족스러워요. 처음 몇 번은 건조할 때 냄새가 났는데 지금은 나지 않고 세척도 물론 깨끗하게 잘 됩니다. 외관도 기존 싱크대 판넬을 부착하는 제품이라 이질적이지 않고 좋습니다.,평점5
SK매직 식기세척기,별점,원하는 날짜에 딱 오셔서 설치 잘해주고 가셨어요. 부모님댁 주방 리모델링 하면서 싱크대도 새로 다해서 위에는 전기렌지 밑에는 식세기 설치했거든요. 그래서 도어판넬도 싱크대 하부장이랑 같게 따로 준비해뒀고 기사님이 붙여서 설치해주시더라구요. ^^ 잘쓸게요~ 사진은 싱크대 시공 작업중에 찍은것이라 양해해주세요~,평점5
SK매직 식기세척기,별점,설치기사님이 일단 너무 친절하셔서 좋았고요^^ 식기세척기는 생각했던 것보다는 소음이 조금 있어요 그 부분만 빼면 가성비 최고의 제품같아요 아침부터 저녁까지 먹은 거 싹 모아서 저녁에 1시간 코스로 돌리니 저희가족 4식구(미취학아이 둘)에게 딱 맞더라고요~,평점5
SK매직 식기세척기,별점,기사님 엄청 친절하시더라구요..몇달을 고민하다 구매했어요.8인용 구매할려했는데 사전점검 오신분께서 어차피 금액이별로 차이안나니까 12인용으로 하라더군요..근데설치하고 넘 커서 놀랬어요..그래도 작은것보단 큰게 났겠죠..이제부터 유용하게 잘사용해야죠~~,평점5
SK매직 식기세척기,별점,"가격대비 좋아요
이사오면서 새로 빌트인했는데
제사및가족초대나 친구초대가 많은집이라
정말 최고의 구매품목입니다
문닫을때 딱소리가 안나서보니 완전 스텐같지않아서
플라스틱인가? 좀 걱정하긴했는데
사용하는데 지장없고
하루에 한두번 꼭사용하는집의 솔직후기에요~",평점5
SK매직 식기세척기,별점,"직장다니느라고 아이들 신경을 못쓰니 먹을거라도 잘 먹이고 싶은 심정에 이것저것 요리하다 보면 다 먹고난 후 설거지가 한가득...치우느라 늘 힘들고 스트레스였는데 식기세척기가 그 스트레스를 좀 덜어줄까 싶어 주문했어요...오늘 설치 했고 지금 시험 운행 중인데 깨끗하게 잘 씻겼음 하는 바램입니다. 사용해본 후 후기 남길께요~토요일 배송 원했는데 원하는 날짜, 시간에 방문해 주셨고, 친절하게 설치해주고 가셨어요~감사합니다~^^",평점5
SK매직 식기세척기,별점,"설치기사님이 잘 설치해주시고, 나머지 도어랑 걸레받이, 윗부분빈공간 메꾸는것은 인테리어하는곳에서 마무리해주셨어요.
저는 부엌에 일반장을 한게 아니라 요즘 유행하는 상판 얇은장을 했더니, 이 식기세척기와는 높이가 맞지 않았어요. 그래서 윗부분에 공간에 생기게 되었고, 인테리어에서 잘 마무리해주셨지만,, 상판 얇은 부엌장이신 분들은 잘 알아보고 주문하세요.",평점5
SK매직 식기세척기,별점,"사용한지 거의 두달다되어가는데 세정력이 진짜 좋아요 ㅎㅎ
터치가 아니라 버튼이라 어른들이 쓰기도 좋아요 부모님이 좋아하세요
서랍이 2개라 처음에 3개짜리 사야하는거 아닌가ㅏ 했는데 오히려 넓어서 큰냄비같은것도 넣을수있고 너무좋아요 조작법도 쉽고해서 잘사용하고 있어요!",평점5
SK매직 식기세척기,별점,"부모님 이사때문에 싱크대 교체하면서 기존 10년된 식기세처기 철거후 그자리에 설치를 했어요.
공사하는 곳이라 너무 더워서 설치마스터님 고생 많으셨어요. 아직 시용은 직접 못해봤는데, 우리집도 똑같은 제품 하루전 설치 받고 써보니 신세계네요!",평점5
SK매직 식기세척기,별점,"원래 집에서 사용하던거라 구매했어요. 부모님이 사용하실건데 요즘 나오는 터치 어렵다고해서 버튼으로 했는데 잘 한것같아요. 리모델링해서 식세기 산건데 빌트인을 사야하는지 도어는 어떻게 하는지 진짜 친절하게 설명해주셔서 주문할때 착오없이했고 덕분에 리모델링 도어 밑에 하부장이랑 잘 맞춰서 살수있었어요!

기사아저씨께서도 잘 설치해주시고 설명도 엄청 친절하게 해주셨어요
기본 표준 사용하는데 다른 비싼 기능 많은것아니여도 너무 좋아요!
도어 설치는 1만원 미리 해주셨어요!
2단인데 공간도 넓고 좋아요!",평점5
SK매직 식기세척기,별점,"인테리어할때 빌트인으로 식세기 자리 터놓고 목이 빠져라 기다렸어요(?)
제가 고른 시간대에 오셔서 빠르게 설치해주시고 가셨어요 ㅎㅎ 기사님 완전 친절하셔서 좋았습니다!
블랙은 가격이 많이 추가되어서 실버로 했는데 대략 만족해요 !
세제가 없어서 아직 사용은 못하는데 설치시 시운전만 돌려놓고 누수 확인까지 다 해주고 가셔서 얼른 세제 사다 넣고 막막 세척하고 싶네유",평점5
SK매직 식기세척기,별점,"식기세척기살까말까 엄청 고민하다가 구매하게 되었는데
내가 아니더라도 대신해줄 누군가?가 있다는게 큰 위로가되고
같이 서비스로 받은 세제로 하니 더 깨끗하게 되는것 같아요
정말 잘한 선택!!
요즘 대부분 세척기 전체가 보이는 모델뿐이라서 어렵게 선택한 모델",평점5
SK매직 식기세척기,별점,"어제 오후에 주문했는데 오늘 오전 9시 30분에 배송이 뙇!!!
기존에 쓰던 식기세척기가 고장 나서 같은 회사, 빌트인 제품으로 구매했습니다.
신속한 배송과 설치에 놀랐습니다.
기존 식기세척기에 달려 있던 도어패널을 그대로 떼서 붙였더니 원래 우리집에 있던 것마냥 제대로 자리 잡고 있습니다.
한동안 손설거지만 하다가 식기세척기 돌렸더니 그릇들이 죄다 뜨거운 물에 소독이 되어 깨끗! 뽀송! 뽀득!해서 대만족이에요.",평점5
SK매직 식기세척기,별점,처음 사용하는 식기 세척기라 기대했습니다. 사이즈가 안나와 다른업체에서 60cm 싱크대 리폼했어요.세척은 잘되는데 건조는 문을 열어놔야하구요. 플라스틱 식판뚜껑 넣었더니 휘어졌네요 다음부터는 플라스틱이나 유리잔 등은 손설거지해요. 암튼 편합니다^^,평점5
SK매직 식기세척기,별점,기존 도어판넬 사용가능한 식기세척기 알아보다 sk매직으로 설치했어요~ 싱크대랑 통일감있는 디자인이 저에겐 중요했고요~ 기사님이 폐가전수거 및 설치후 도어판넬 부착까지 30분만에 깔끔하게 끝내주셨어요~^^ 며칠 사용해보니 가격대비 성능에 아주 만족하고있어요~^^,평점5
SK매직 식기세척기,별점,"엄마선물로 드렸는데 옵션선택을 안해서 뒤늦게
도어패널을 선택안해서 당황하긴했지만
고객센터에서 너무 친절하게 잘도와주셔서 패널까지 이쁘게 설치했어요. 사진보시고 패널 꼭 추가하시라고 남겨둡니다. 꼭 패널선택하세요. 식세기는 정말 잘닦여서 만족스러워요.",평점5
SK매직 식기세척기,별점,"2인가족인데요~모아놨다가 하루에 한번만 강력세척기능으로 사용하고 있어요 . 음식물 찌꺼기는 대충제거하고 넣으니 잘 닦입니다. 설겆이를 안하니 여유시간이 생겨서 식사하고 산책도하고 책도 읽고 좋으네요
가사도우미가 생긴것 같아요^^",평점5
SK매직 식기세척기,별점,"배송도 빠르고 기사님도 친절하고 깔끔합니다.
건조가 잘 안된다는 리뷰가 꽤 있었는데
생각보다 너무 안되네요.
건조추가하면 된다는데
그래도 건조가....영....
타제품들도 비슷한 후기가 많던데
식세기의 한계인가 싶네요.
이럴 줄 알았으면 비싸도 자동오픈되는걸 살껄하고
후회가 좀 되더라구요.

커서 속 시원하고",평점5
SK매직 식기세척기,별점,"배송 빠르고 설치기사님도 친절하시고 40분만에 뚝딱~설치해주시고 가셨어요~^^ 고민 많이 하다가 선택한 식기세척기 잘했단 생각이 100%
바로 사용해보았는데~그릇 뽀송뽀송~반짝반짝~^^ 세재도 선물로 주셔서~감사했어요~^^
저희 집은 가스레인지 아래 설치했어요~설치할때 싱크대 분리작업으로 5만원 지불했어요~
다른 곳 알아보니 10만원이라했었는데~착한가격으로 서비스받아 좋아요~~~",평점5
SK매직 식기세척기,별점,싱크대제작하서 깔끔하게 설치했고 정말깨끗하게 잘세척됩니다 하단에 냄비2개 후라이팬1개도 잘들어가고 LG꺼쓰는 지인이 구입금액이 너무 저렴해서(lg반값) 잘씻기겠냐했는데 세척이 다되고나서 감탄했습니다 가성비최고입니다!!!,평점5
SK매직 식기세척기,별점,설치하고 보니 더 이쁘네요 설치하고 두번 돌려봤는데 깨끗하게 잘닦여요 후기에 건조가 아쉽다고 되있어 처음돌릴땐 조언대로 끝나고 바로열어 건조시키고 두번째땐 돌려놓고 한참후에 열어봤는데 두번째가 건조가 더 잘되어있었어요 건조기능 괜찮아보여요 일부러 건조시킨다고 열어둘 필요없을것같아요~ 이격에 이런제품 없을듯요,평점5
SK매직 식기세척기,별점,"진짜 너무 좋아요.
한달가까이 쓰면서 불편함이 없네요
실상 아이가 있는 집이라면
가급적이면 자동으로 문열리는건 옵션이들어간 제품은 맞지 않을 것 같아요
이 제품은 수동이지만 말리려고 열어두면
아이들이 신기해서 자꾸 올라타려고해서
깜짝깜짝 놀라요",평점5
SK매직 식기세척기,별점,"기존 제품 제거하고 교환설치했는데 만족 만족 대만족이어요. 기사님도 친절하시구 전에 사용하면서 씽크대장이 부실했는데 그것까지 봐주시고 암튼 좋으네요
전모델보다 더 견고하고 기능도 보완된 점이 있어 선택한걸 칭찬했어요^^",평점5
SK매직 식기세척기,별점,구매 다음날 바로 설치해 주러 오셨어요~ 제가 퇴근시간때문에 10분정도 늦게 도착했는데도 친절하게 설치해주셔서 너무 감사했습니다! 식기세척기 신세계예요 퇴근하고와서 반찬해서 밥먹고 설거지하고 애들씻기고하면 밤 10시정도인데 식기세척기 구매하고 40분정도 여유가 생겨서 아이들 책도 읽어주고 재우네요 자동 문열림은 아니지만 그릇 잘 닦이고 조리도구까지 많은 설거지 할 수 있어서 좋아요~!! 감사합니다 :),평점5
SK매직 식기세척기,별점,"배송기간이 빨랐구요 설치기사님도 친절하셨어요
프리스탠딩으로 설치해서 싱크대 작업이 없어서 설치가 쉬웠어요
자동 문열림 기능은 없지만 아스콘 냄새 전혀 안나고 작동도 잘 돼요
저렴한 가격에 구매해서 더욱 좋았어요
설거지 안해도 되니 너무 좋아요
정말 최고에요!!!",평점5
SK매직 식기세척기,별점,배송도 엄청 빨랐고 설치기사님도 친절하게 설치 진행 해주셨습니다 세제도 잘 받았구요 혹시나 안 들어갈까봐 걱정했는데 다행히 딱 맞게 잘 들어갔네요 수납장이 색이 바래서 약간 더 흰 식기세척기가 눈에 띄긴 하지만 만족입니다 ㅎㅎ 걸레받이도 안 자르는 타입으로 사서 주방에 일체감이 있네요,평점5
SK매직 식기세척기,별점,"부모님께 사드렸더니 엄청 좋아하셔요.
기존에 제가 사용하고있는 지멘스 식기세척기랑 구조나, 사용방법은 같네요. 기사님도 친절하셨어요.
미리 전화해주셔서 날짜 잡아주시고, 적절한 위치도 계산해주셔서 좋은 자리에 설치했습니다. 이 좋은걸 왜 이제샀냐며 좋아하세요. ^^",평점5
SK매직 식기세척기,별점,기존에 7년정도 매일 사용하던 식기세척기가 고장나서 자동문열림기능과 고민고민하다가 이제품으로 결정했는데 가격도 착하고 기존 쓰던것 보다 깨끗히 잘 세척되고 그리고 판매자님의 친절한 답변과 처리에 만족하며 사용중입니다.,평점5
SK매직 식기세척기,별점,너무친절하게 응대해주셔서 감사해요~남편 몰래 맛이간 ㅅㅅ떼고 설치한건데 기존 식세기도 가져가주시고 기존 판떼기? 살려주심. 살짝 짧아지긴했는데 눈썰미없는 남편 눈치못채네요. 하긴..후드도 갈았는데 닦았냐며ㅡㅡ이사준비로 어수선하긴 한데 깔끔히 잘설치됨,평점5
SK매직 식기세척기,별점,"식기세척기, 저렴하고 실속있게 장만했어요. 실물이 더 이쁘네요
다만 보급형이라 큰 기대는 하지 마세요. 그래도 가성비는 최고인 듯 합니다. 배송도 빠르고 약속한 시간에 잘 오셔서 설치도 친절하게 뚝딱하고 가셨어요..감사합니다..
참,,,건조시에 습기배출은 수동을 하셔야 합니다.",평점5
SK매직 식기세척기,별점,"친언니가 써보고 신세계라며 자랑을 너무해서 급 질렀는데 배송이 완전 빠르고 정말 신세계내요. 단점은 아파트는 웬만한 집들은 싱크대 사이즈가 식기세척기 넣을수 있게 맞춰져 나오는데 저희 집은 빌라이다 보니 싱크대 두통을 뜯어서 추가 비용이 좀 나왔내요,. 그외 단점은 찾아 볼수가 없내용^^",평점5
SK매직 식기세척기,별점,"이전 사용하던 제품에 비해 도어판넬때문에 살짝 문이 무겁다는 생각이 들었었는데~~계속 사용하다보니 익숙해집니다.
식기세척기 없으면 살지 못하는 삶을 살기에~ㅎㅎ
편리한 것은 당연한 일이고요.
줄어든 집안 일거리 덕분에 여유로운 매일 매일이 너무나 고맙습니다~~♡♡♡",평점5
SK매직 식기세척기,별점,이번에 새로 입주하는 아파트에 식기세척기를 설치했어요..^^ 주문한지 하루만에 오네요~~ 역시 5G시대에 맞는 배송설치입니다.ㅎㅎ저희집은 다행이도 60cm장이 있어 5만원에 싱크대 철거 했네요~ 배송기사님이 너무나도 친절히 설치해주셨습니다.제품 두말할 것 없이 좋다는거 알고 있고요~ㅎㅎ좋은 제품 정말 감사합니다.오래오래 잘쓸께요~~ㅎㅎ,평점5
SK매직 식기세척기,별점,"친절하신 배송기사님이 잘 설치해 주셨어요.
고장난 빌트인식세기 앞판을 사용하려 했는데 크기가 맞지않아 설치중단하고, 앞판주문해서 기다렸다 다시 설치하느라 두번 방문했는데도 친절하게 잘 해주셨어요.
저번에 쓰던거와 비슷해서 쉽게 사용하고 있어요. 넘 편해요.^^
좋은 물건 저렴하게 잘 구입했어요.^^",평점5
SK매직 식기세척기,별점,"어제 주문했는데 오늘 설치 해주셨어요~~
제 문의글에 친절하고 자세하게 알려주신 사장님 감사합니다~~~^^
설치 기사님도 친절하시고 꼼꼼하게 설치 해주시고 너무너무 감사합니다~~~
주방이 확 달라졌어요~~~너무 마음에 들어요~~~^^",평점5
SK매직 식기세척기,별점,맨날 설거지하다가 식기세척기 있으니 정말 편하고 좋아요 대신 꼼꼼하게 씻으려면 한번 물에 불은 상태에서 넣어야하는게 단점인데 건조도 되고 장점이 더 많아서 예전에 비해서 좋습니다.,평점5
SK매직 식기세척기,별점,너무 편해졌어요~~ 젖병땜에 해피박스 있는 열탕소독기를 샀는데 쓰다보니 그냥 꽂는게 더 편한거 같으네요~~ 물이 완전히 마르지 않는건 조금 아쉽지만 어쨌든 대만족입니다,평점5
SK매직 식기세척기,별점,"예전에 쓰던거라 고민없이 구매했구요, 신제품 마니 나와도, 익숙한거라 전 이 모델로도 충분히 만족합니다. 가성비 값인 식세기덕에 저녁에 책읽을 시간도 생겨서 삶의 여유를 즐기네용 ^^",평점5
SK매직 식기세척기,별점,기사님이 세제 안가지고 오셔서 몇일 더 기다려야하고 설명도 제대로 안해주고 가시네요.설치도 당일날 약속 잡고 서비스는 별로인데 제품은 좋기를 기대해봅니다,평점5
SK매직 식기세척기,별점,더운 여름이 편해졌어요전에 쓰던 제품이랑 비슷해서 기능도 어렵지 않고 잘 닦이네요챙겨주신 식기세제도 완전 맘에 들고요하나씩 넣을수 있어 더 좋네요 조만간 구입해야할듯,평점5
SK매직 식기세척기,별점,"싱크대 새로 인테리어하면서 같이 설치했습니다. 깔끔하게 설치해주시고 공사하시는분들하고 일정이 조금 안맞았는데 2번씩이나 방문하시면서 일정을 맞춰주셔서 너무 감사했어요
매직 식기세척기야 믿고 사용합니다",평점5
SK매직 식기세척기,별점,잘닦입니다. 뜨겁게 되는점도 좋구요. 버튼조작도 쉽네요. 앞판 화이트선택했는데 기존장이랑 완전같지는 않지만 이질감 크진않네요. 이 가격에 이정도 성능 대만족입니다. 삶의 질이 향상되었어요,평점5
SK매직 식기세척기,별점,"일단 너무 빠른 설치에 기다리지 않아도 되고 기사님 넘 친절히 그리고 꼼꼼이 설치해주셔섰어요
아!! 미리 도시가스에 연락 해놓는거 잊지 마시구오 저희 몰라서 그 다음날 가스연결했네요",평점5
SK매직 식기세척기,별점,"사용전이긴하지만 설치도 빠르고 좋습니다
이미 빌드인설치된 집에서 써왔던거라 성능은 말할것도 없구요 설거지이제만녕이네요~ 설치만으로도 자심감뿜뿜중 집밥귀차니즘안뇽",평점5
SK매직 식기세척기,별점,약속한 날짜에 배송 오시고 작업도 잘 해 주셨어요. 원래 동양매직 빌트인 식세기가 있던 자리에 꼭 맞게 들어갑니다. 작동도 잘 되고요. 추천해요.,평점5
SK매직 식기세척기,별점,친절하고 꼼꼼한 설치에 만족스러웠어요. 가성비 좋은 상품이예요. 매번 나오는 후라이팬이랑 큰 냄비도 잘 세척되고 용량이 커서 맘껏 넣어도 좋네요. 역시 가전제품은 큰게 좋네요.,평점5
SK매직 식기세척기,별점,"시간적 여유가 많아졌어요
아직 세제량을 맞게 넣고 있는진 모르겠지만
집게나 가위 빼곤 기름기도 잘 씻겨요
쌓아 두지 않고 바로바로 하게되는
묘한 매력이 있어요
인생템입니다!",평점5
SK매직 식기세척기,별점,설치기사분이 친절하게 잘 설치해주셨습다. 사용해보니 작동도 잘되고 만족합니다. 초벌설거지 해서 바로 식기세척기에 넣으니 주방에서 냄새도 덜 나고 청결해진 것같습니다.,평점5
SK매직 식기세척기,별점,정말 삶이 편해졌어요. 신랑이 좋아합니다. 퇴근할 때 설거지하고 있는 모습이 좀 짠했는데 세척기 돌려놓고 여유 있게 책보고 있을 때가 많아 정말 잘 샀다는 생각을 합니다. 쓰다보면 요령 생기고 지금 까진 만족합니다.,평점5
SK매직 식기세척기,별점,이틀만에 배송이 완료 됐어요! 시골에 계신 부모님께 선물로 사드렸는데 매우 만족하십니다. 조금이나마 손 덜어드린거 같아 기분이 좋네요!,평점5
SK매직 식기세척기,별점,"자동 문열림을 포기했더니 가성비 최고 입니다.
싱크대문짝 패널까지 부착하니
깔끔하고 예뻐요. 매직식기세척기 콤팩트시절부터
사용했는데 늘 만족합니다.",평점5
SK매직 식기세척기,별점,이걸 왜 이제서야 샀는지...!!! 여러분 꼭사세요 한여름 되기전에 꼭 사세요 사기전 궁금한게 있어서 사장님 문의드렸는데 제가 궁금한거 이상으로 더 자세히 설명해주셔서 선택에 많은 도움이 되었어요 감사합니다,평점5
SK매직 식기세척기,별점,"인테리어하느라 한달전 먼저 구매하고 이제입주해서 사용해봤어요 가격대비 좋은거같아요
세척끝나면 문을 꼭 열어놔야 물기가빠지네요",평점5
SK매직 식기세척기,별점,"가격대비 성능이 우수하고 너무나 편리해서 똑같은 제품을 이사와서 또 설치했습니다.
기능이 또 업그레이드 되었네요
없으면 안되는 우리집 설거지 도우미!",평점5
SK매직 식기세척기,별점,기존 제품 꺼내며 다리가 씽크대 안쪽 장판에 걸려서 꺼내기 힘들었는데 싫은 내색 1도 안하고 친절히 잘 설치 해주시고 앞 판넬도 가존꺼 떼서 잘 붙여주셨어요.제품도 좋아요,평점5
SK매직 식기세척기,별점,"실버에 도어상판 화이트로햇는데, 넘 좋아요~
탁월한 선택~!!!! 설거지에서 드디어 해방~~
진작할껄... 가격두 저렴 .. 고민할 필요없음.",평점5
SK매직 식기세척기,별점,네 아이 키우면서 설겆이 꺼리라도 줄여보려고 식세기 첨 샀는데 왜 이제 샀나싶어요 생각보다 세척력도 좋고 매우 만족합니다 ^^,평점5
SK매직 식기세척기,별점,가성비좋은제품이라 평보고 구매해서 사용중인데 나쁘지 않아요~간단한 설거지는 잘세척되네요~바쁜삶에 한도움받고 있어요,평점5
SK매직 식기세척기,별점,"가성비 최고의 식기세척기!
이번이 3개째 구매.
빌트인용으로 앞 판넬은 싱크대업체에 말해서 미리 준비해둬서 깔끔하게 완성.",평점5
SK매직 식기세척기,별점,님들 꼭사세요식세기도 우리나라에서 많이사용했으면 좋겠어요정말 편합니다특히 이제품은가격도 저렴하고 아스콘도 없어서 만점주고싶어요,평점5
SK매직 식기세척기,별점,"빠른배송설치~👍
이 제품은 예전에 사용했던거라
믿고 재구입했어요^^

필요한 기능만 있어서 간편하고
^^",평점5
SK매직 식기세척기,별점,빌트인 준비 자가로 해놓고 걸레받이만 무료로 잘라서 설치했어요.배송도 빠르고 설거지도 아주 잘되서 만족도가 높습니다,평점5
SK매직 식기세척기,별점,"제가 구입후, 너무 좋아서 부모님댁에도 주문해드렸어요^^ 상부, 하부 중 1부분만 세척할 수 있어서 소량일때 좋다고 하시네요~~ 근데 세척이 끝난 후에도 물기가 좀 있다고 하세요.",평점5
SK매직 식기세척기,별점,"문짝 마감이 약간 틀어지긴 했으나 싸게 샀으니 신경 안 쓰고,,
작동 잘 되고, 우리집 가전 중 만족도 최고 중 하나에요^^",평점5
